PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,quality_score
8McMt,r1b2rk1/5p2/p5q1/1pp1Q3/7b/1P1P1P1N/1PP3P1/R4K1R b - - 1 19,h4g3 h3f4 g6g7 e5g7 g8g7 f4h5,1703,76,96,17669,advantage attraction kingsideAttack long middlegame,https://lichess.org/ib3yLWQ2/black#38,Bishops_Opening Bishops_Opening_Vienna_Hybrid,0.7870847425131144
SaQ0v,r1b1q1r1/ppp1kNb1/6Qp/3R2p1/4p3/6B1/PPP2PPP/2K4R w - - 1 19,h1e1 g7b2 c1b2 g8g6,1318,78,96,20154,crushing discoveredAttack middlegame short,https://lichess.org/YllUf5RS#37,Four_Knights_Game Four_Knights_Game_Italian_Variation,0.7716464275958614
I4YR1,7r/2R2pk1/1p2b1q1/4P3/p2p1Q2/P5P1/1P4Br/2R3K1 w - - 3 35,c7c6 h2g2 g1g2 e6d5,1615,74,96,11757,attraction crushing master middlegame sacrifice short,https://lichess.org/DqyPdwZO#69,,0.7867634748031691
4jryj,5r2/p6k/2Q5/3p1q2/2nP4/7P/PP3PP1/5RK1 b - - 0 31,c4b2 c6b7 f8f7 b7b2,1407,74,94,27632,advantage endgame fork short,https://lichess.org/rn6PqgzB/black#62,,0.7861574361965418
N2hub,r3q2k/p6p/6n1/3Q4/3P4/8/PP3PPP/2R3K1 w - - 3 38,h2h4 g6f4 d5f3 f4e2,1591,76,94,17779,advantage endgame short,https://lichess.org/5yBjGArf#75,,0.785520678229744
QZuUO,2kr3r/p1pbq1bp/1pn2ppB/3n3P/3P4/8/PPPQBPP1/2K1R1NR b - - 7 14,g6g5 e2a6 c8b8 e1e7,1533,79,94,21876,advantage discoveredAttack middlegame short,https://lichess.org/CTeCRdyu/black#28,Modern_Defense Modern_Defense_Other_variations,0.7812919082238141
gfBi5,r4rk1/p1pq2pp/Qp2b3/2b2p2/8/P1PB4/2P2PPP/R1B1R1K1 b - - 0 15,f5f4 e1e6 d7e6 d3c4,1650,72,96,21639,advantage middlegame pin sacrifice short,https://lichess.org/XvlPwdB8/black#30,Scotch_Game Scotch_Game_Other_variations,0.802345750578493
WPixY,8/1R4pp/p4pk1/8/1P6/q3P1BP/5PP1/6K1 w - - 0 28,g3d6 a3c1 g1h2 c1c6,1514,79,96,27070,advantage endgame master short,https://lichess.org/awWVMwFn#55,,0.7909851879513738
Sb6l9,r5k1/p4pp1/2R1p2p/2Pp3q/2r5/3N4/2P1RPPP/Q5K1 w - - 2 28,g1f1 h5h2 f2f3 h2h1 f1f2 h1a1,1347,74,94,18953,crushing long middlegame skewer,https://lichess.org/UfGXmUWk#55,,0.7729291731925495
kprkx,8/5pkp/r5p1/2pN2P1/1b1pR3/p6P/1P3B2/5K2 w - - 0 38,d5b4 a3b2 b4a6 b2b1q,1503,77,96,19245,advancedPawn crushing endgame promotion short,https://lichess.org/t8aINMKb#75,,0.7854425169339303
9YOWB,8/8/p6R/2Bbk3/KP6/P4pP1/8/2r5 w - - 24 72,h6a6 c1c5 b4c5 f3f2,1699,75,95,20467,advancedPawn crushing endgame sacrifice short,https://lichess.org/0kK3mlU6#143,,0.7895229224932211
jGm7S,5k2/6pp/1N2pp2/1B6/6n1/6P1/3r3P/4RK2 w - - 2 34,h2h3 g4h2 f1g1 h2f3,1644,79,96,27134,crushing endgame short,https://lichess.org/6631Nj2Y#67,,0.7964736333691173
5BE4h,k1b4r/br4p1/Q1N2p2/3P4/2N1P3/8/6K1/8 w - - 1 39,c6a7 b7b2 c4b2 c8a6,1727,78,96,20406,advantage discoveredAttack endgame short,https://lichess.org/uMiW5xU4#77,,0.7854507181280037
8B7ST,3r3k/1r6/1P1PpNqp/2pbP1p1/R4pP1/5P1P/1PnQB3/4R1K1 w - - 5 32,e2d3 c2e1 d3g6 e1f3 g1f2 f3d2,1620,75,97,10384,crushing exposedKing fork long middlegame sacrifice,https://lichess.org/hK36wWFQ#63,,0.7850809225863249
Fwyab,r5k1/pppq1ppp/3b2r1/4p3/4N3/2PPQN2/PP1B1P1K/R7 b - - 2 23,g6h6 e3h6 g7h6 e4f6 g8h8 f6d7,1643,75,95,12875,crushing fork long middlegame sacrifice,https://lichess.org/aCMnUkJs/black#46,,0.7825351269636959
2ADW6,3q1rk1/Q5pp/1R2p3/3pP3/2r2P2/8/P5PP/5RK1 b - - 0 23,c4f4 f1f4 f8f4 b6b8 d8b8 a7b8,1396,76,95,25467,crushing endgame long pin,https://lichess.org/ZOuV7M5J/black#46,,0.7831031782836048
N1PFL,3R1bk1/5p1p/6p1/8/1P6/B1r5/P5PP/4K3 w - - 0 36,d8a8 c3a3 a8a3 f8b4 e1d1 b4a3,1546,74,96,19328,attraction capturingDefender crushing endgame exposedKing fork long master,https://lichess.org/pWzGcYeM#71,,0.7936181829409733
Lpj2h,5b2/8/8/K7/P2k4/8/8/8 b - - 0 66,f8b4 a5b4 d4d5 b4b5 d5d6 b5b6 d6d7 b6b7,1513,76,96,13775,crushing defensiveMove endgame hangingPiece veryLong,https://lichess.org/zaZlPXih/black#132,,0.7798951283912137
mbZuI,8/5ppp/1p2k3/2ppP3/3P1KP1/1PP4P/8/8 b - - 2 32,c5c4 b3c4 d5c4 f4e4,1603,80,95,21601,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/OroOIZTx/black#64,,0.7873288543751062
ZUyMx,8/8/1K6/p7/1pk5/P1P5/8/8 w - - 0 47,a3b4 a5a4 b4b5 a4a3 b6c6 a3a2 b5b6 a2a1q,1418,75,96,19635,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/y9yHcPAW#93,,0.7831757857124936
vQnl6,r2q1rk1/1pp2p1p/p1n1p1p1/8/4RnP1/2bB1NN1/P1P2PP1/1R1Q2K1 b - - 3 16,d8f6 g4g5 f6d8 e4f4,1691,76,95,19105,advantage middlegame short,https://lichess.org/lYtjN0kh/black#32,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,0.7867952484155969
8tq8p,r7/P7/6p1/5p1k/R4P2/R7/5K2/1r6 b - - 25 54,h5g4 a3g3 g4h4 g3g6,1496,77,95,13646,crushing endgame rookEndgame short skewer,https://lichess.org/fIteNRbM/black#108,,0.7737902160205533
cFLFs,8/7p/1B3pp1/Pk3p2/1pp1r3/6P1/1P1K1P1P/3R4 w - - 9 40,d1e1 c4c3 b2c3 b4c3 d2d1 c3c2 d1c2 e4e1,1466,76,95,17045,advancedPawn crushing deflection endgame exposedKing veryLong,https://lichess.org/wJcqNEQV#79,,0.7785860403875486
paS3h,2kr3r/2pq1pp1/p2p4/1p2P3/6n1/1B2R3/PP3P2/RN1Q2K1 w - - 0 18,e3g3 h8h1 g1h1 g4f2 h1g1 f2d1,1690,77,96,15766,advantage attraction deflection fork long middlegame sacrifice,https://lichess.org/NG3pe75t#35,Ruy_Lopez Ruy_Lopez_Morphy_Defense,0.7836452998445562
d6fU0,8/5p2/4b1p1/1Q1pk3/1P3q2/5P2/5KPP/8 b - - 2 43,f4h2 b5b8 e5d4 b8h2,1322,76,96,30373,crushing endgame short skewer,https://lichess.org/WjrnVePN/black#86,,0.7849909677808734
WbJq6,3n2k1/5ppp/p7/2N5/Ppp5/4P3/1P3PPP/6K1 w - - 0 27,c5a6 c4c3 b2c3 b4b3 a6b4 b3b2,1667,75,96,15228,advancedPawn crushing endgame knightEndgame long,https://lichess.org/qPPhCKdF#53,,0.7877994248764923
DKg0V,2r3k1/2p1R2p/2P3p1/1P2p3/6P1/2R2K1P/8/4r3 w - - 4 41,c3e3 c8f8 f3e4 f8f4 e4d3 f4d4 d3c2 e1e3,1628,74,94,17525,crushing deflection endgame rookEndgame veryLong,https://lichess.org/REWY1FS6#81,,0.7895850140315686
b1E4O,3Q4/7p/1p2rk2/2p2n2/8/2P1q3/PP4PP/5R1K b - - 7 39,e6e7 d8f8 e7f7 f1f5 f6f5 f8f7,1461,77,96,13919,attraction crushing deflection endgame exposedKing long,https://lichess.org/7Jhg5hkd/black#78,,0.7747580996888389
MgpEA,r4rk1/5ppp/p2qp3/3p1b2/4n3/2P2N2/PP3PPP/R1BQR1K1 b - - 9 17,f5g4 e1e4 g4f3 g2f3,1613,74,96,21092,advantage middlegame short,https://lichess.org/nnIHhkKs/black#34,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,0.8004782355196934
XULmx,2r2rk1/1p3pbp/p3p1p1/3bP3/Pq1N1P2/8/1P1B1QPP/R2R2K1 b - - 4 21,b4b2 d1b1 b2b1 a1b1,1571,74,94,16572,advantage master middlegame short trappedPiece,https://lichess.org/AxLZU946/black#42,,0.7857574500973152
v8pYq,5rk1/1bR3p1/p2q3p/1p3p2/4pP1P/1P4P1/P1Q3BK/8 b - - 1 33,f8f7 c7b7 f7b7 c2c8 g8h7 c8b7,1623,73,95,15332,attraction clearance crushing endgame fork long sacrifice,https://lichess.org/y8PWMDLv/black#66,,0.7914392454316518
IhYKx,4r3/1k6/p3P2R/1p1RK2p/7P/P7/4r3/8 w - - 4 41,e5d6 e8d8 d6c5 e2c2 c5d4 c2d2,1438,77,95,26074,crushing endgame long pin rookEndgame,https://lichess.org/CN9RI0ZO#81,,0.784997184286266
Xzv9Q,3r1rk1/4Rp1p/R2Q2p1/3P4/1P6/3q3P/5PP1/6K1 w - - 1 35,e7d7 d8d7 d6d7 d3a6,1484,71,95,26815,crushing endgame short,https://lichess.org/NYO41ulI#69,,0.7989497103948071
uopMA,8/ppk2Q2/4K3/8/8/8/P5P1/3q4 b - - 1 44,c7c6 f7f3 d1f3 g2f3 b7b6 f3f4,1577,75,96,8028,crushing defensiveMove endgame long queenEndgame,https://lichess.org/u21nC8Jc/black#88,,0.7733349090538708
HRPUA,2r2rk1/1R4pp/2n2p2/3ppN2/P4P2/6P1/7P/1R4K1 b - - 0 30,f8f7 b7f7 g8f7 f5d6 f7e6 d6c8,1559,74,96,29687,attraction crushing endgame fork long,https://lichess.org/6lLxupQP/black#60,,0.8047232849125376
ctQ3Y,5r1k/6pp/p3B3/q1p5/1r6/1Pb1B2P/P1P2PP1/1KQ4R w - - 1 23,e3d2 c3d2 c1d2 b4b3 a2b3 a5d2,1745,76,95,13585,crushing discoveredAttack long middlegame queensideAttack,https://lichess.org/AetREwnM#45,,0.774850296760356
VvIni,3r4/5pk1/p3p1pp/2N5/2Q5/q3P3/Pb3PPP/5RK1 b - - 3 25,a6a5 c5e6 f7e6 c4c7 g7g8 c7d8,1355,77,94,23195,clearance crushing endgame fork long sacrifice,https://lichess.org/NBGUOyVs/black#50,,0.773290088171323
xFRJN,2b3k1/5p2/4p1pp/pRp5/P1P5/2P4P/2r1BPP1/5K2 w - - 5 27,b5c5 c2c1 e2d1 c1d1 f1e2 d1d8,1700,73,94,16056,advantage defensiveMove endgame long,https://lichess.org/rrE58qDn#53,,0.7840293469241888
V4wSV,1r6/3p2k1/n2P2p1/p1P1ppP1/P6R/B7/4K3/8 b - - 0 33,b8b3 c5c6 d7c6 d6d7 b3b8 a3e7,1657,74,95,23664,advancedPawn advantage clearance defensiveMove endgame long,https://lichess.org/MAvtSbJS/black#66,,0.7976332248335315
VZjVF,r5k1/5p2/p3p1p1/5q1P/3r4/6QR/PPP2P1P/R5K1 w - - 3 23,h5g6 d4g4 g6f7 g8f7,1449,73,95,33634,advantage endgame pin short,https://lichess.org/dKYpdfak#45,,0.7984870794058323
t5VKK,6nk/p5qp/2bR2p1/2P2pQP/2B5/B1P5/P5PK/4r3 w - - 2 31,h5g6 g7e5 g5g3 e1h1 h2h1 e5g3,1624,74,94,7387,crushing deflection long middlegame,https://lichess.org/xdL3DAZw#61,,0.7693874597698639
1OKQF,8/p4pk1/1p2p1pp/3rP1b1/P2B4/4PPqP/4Q1P1/2R3K1 w - - 9 36,e2f2 g3f2 g1f2 d5d4 e3d4 g5c1,1587,73,96,15998,crushing endgame long,https://lichess.org/AZn2VwQA#71,,0.7937319597283017
HyHgw,4q1kr/6p1/r1pbpn1p/p7/3P4/P3B1P1/1P3PKP/2RQ3R b - - 3 19,g8h7 d1d3 e8g6 d3a6 g6e4 g2g1,1598,74,96,20335,crushing defensiveMove fork long middlegame,https://lichess.org/oKfeEPfd/black#38,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack,0.7985393868664994
eH2Yh,1r4rk/3R2bp/7q/1n5p/2N5/3B1Q2/PP6/K5R1 w - - 2 33,f3f7 g7b2 a1b2 b5d6,1714,78,96,16575,crushing discoveredAttack middlegame sacrifice short,https://lichess.org/36ffDIR4#65,,0.7814496143593959
Cermq,2kr3r/1ppb1p2/p2p4/3Pp3/2PbN3/BP3BP1/P3Q1Kn/R7 w - - 12 28,a1h1 d7h3 g2h2 h3f1 f3h5 f1e2,1574,76,96,19871,crushing discoveredAttack long middlegame pin sacrifice,https://lichess.org/RLuHZh56#55,,0.7929432356083188
KaY37,r2q3r/ppk3Qp/5p2/8/2npP3/8/PPP3PP/3R1RK1 b - - 3 18,d8d7 g7d7 c7d7 d1d4 d7e6 d4c4,1488,75,95,29968,advantage attraction fork long master middlegame,https://lichess.org/2JEhAGh9/black#36,Russian_Game Russian_Game_Cochrane_Gambit,0.7952049497418534
Cy1f5,8/1Q3pk1/p6q/8/1P2pK2/P3P3/8/8 w - - 2 40,f4e4 h6h1 e4f4 h1b7,1359,73,96,27802,crushing endgame queenEndgame short skewer,https://lichess.org/SwgZ4QXh#79,,0.7905385142152072
HBQHN,5qk1/3r1p2/4p1p1/4Q3/pp6/7R/r5PP/5R1K b - - 1 38,f8g7 e5b8 g7f8 h3h8 g8h8 b8f8,1366,75,96,16120,attraction crushing deflection endgame long,https://lichess.org/TSiUoEvq/black#76,,0.7747817612041397
dhYIj,1r1qr1k1/1b2bpp1/p4n1p/2p5/P2pN3/1P1B1Q1P/2P2PP1/R1B1R1K1 b - - 1 19,e7d6 e4f6 d8f6 e1e8 b8e8 f3b7,1552,75,95,11480,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/2caUHysE/black#38,Sicilian_Defense Sicilian_Defense_Bowdler_Attack,0.7770282785262445
Cwuff,4b3/5r1p/2p1p3/1p1pk3/pP4P1/P1P2B1P/7K/5R2 b - - 0 37,e5f4 f3d5 f4e3 f1f7 e8f7 d5c6 e6e5 c6b5,1723,76,96,11881,advantage discoveredAttack endgame veryLong,https://lichess.org/Y4yvnlSl/black#74,,0.7762450222677394
Vy7CB,4k3/2P3R1/5p2/2r5/8/6PK/7P/4b3 b - - 0 39,e8f8 g7d7 e1a5 d7d8 f8e7 c7c8q,1551,75,94,17011,advancedPawn crushing endgame exposedKing long promotion quietMove,https://lichess.org/2Kx5AOA6/black#78,,0.7832811313442768
hvmd2,r4rk1/pbqpbpp1/1p2p2p/3B4/4N3/5Q2/PP3PPP/2R2RK1 b - - 1 16,c7b8 d5b7 b8b7 e4f6 e7f6 f3b7,1422,75,95,31471,advantage discoveredAttack long middlegame,https://lichess.org/YLKMVhKy/black#32,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit,0.7916476561401415
N6vPh,r1b2n2/pp4k1/2p1p1pR/4Nr2/3P4/1P3P2/1PP3P1/2K4R b - - 4 24,c8d7 e5d7 f8d7 h6h7 g7f6 h7d7,1542,75,96,24355,advantage long middlegame skewer,https://lichess.org/GITtgBdq/black#48,,0.7971472401563204
bD60y,8/3n4/8/6p1/NP2KpN1/5P1p/P5k1/8 w - - 2 56,b4b5 d7f6 g4f6 h3h2,1736,74,96,19176,advancedPawn advantage endgame knightEndgame sacrifice short,https://lichess.org/QbJELbEv#111,,0.7899999531595359
dExkz,3r3k/p3bpp1/2p1bn1p/q2pP3/5B2/2NB4/P1PQ2PP/1R5K b - - 0 23,f6e4 c3e4 a5d2 e4d2,1593,75,95,20105,advantage middlegame short,https://lichess.org/HUsOKT9t/black#46,,0.7932456065089342
oos6v,5rk1/1p3pp1/1B2r2p/2PnN3/1b4P1/1P5P/P3RP2/1R3K2 w - - 3 28,e5c4 e6e2 f1e2 d5c3 e2d3 c3b1,1561,76,96,19661,advantage attraction fork long middlegame,https://lichess.org/slqc0pMs#55,,0.7917620827228183
2bIW9,r1n1R3/1p1k1r2/2p2p1p/p1Pp2p1/3N4/3P2P1/1P3PP1/4R1K1 b - - 3 25,f7e7 e1e7 c8e7 e8a8,1469,76,96,19939,crushing endgame short,https://lichess.org/wFIEqpV7/black#50,,0.7855188776972405
zYksQ,r1b1k1nr/1pp1q1pp/p1p2p2/2b1P3/3Q4/5N2/PPP2PPP/RNB1R1K1 w kq - 1 10,e5f6 e7e1 f3e1 c5d4 f6g7 d4g7,1361,75,96,23290,crushing long opening,https://lichess.org/eidIsqwX#19,Ruy_Lopez Ruy_Lopez_Exchange_Variation,0.7831492160108147
tr8t5,6k1/2n1Q1bp/2q3p1/R1P2b2/1B1p4/7P/5PP1/6K1 b - - 1 35,c7d5 e7d8 g7f8 a5a8 c6a8 d8a8,1608,75,96,11606,crushing long middlegame quietMove,https://lichess.org/shezh5uN/black#70,,0.784289955805099
JPOkV,1r6/p4k2/3pb3/5B2/1Pn5/2K1PP2/5P2/6R1 b - - 1 34,b8a8 f5e6 f7e6 c3c4,1435,72,95,29040,crushing endgame short,https://lichess.org/NQ5AtIsn/black#68,,0.7956706575196034
NuJui,r2k3r/pp1n4/2p3Qp/3pb1p1/3q1p2/P1N4P/1PPB2P1/1K1R3R b - - 0 20,d8c7 c3b5 c6b5 d2a5 b7b6 d1d4,1654,76,95,13425,advantage clearance discoveredAttack long middlegame sacrifice,https://lichess.org/Ws5rordk/black#40,,0.7810740282711167
tNO5I,r1b2r2/2q1bpkp/2p3p1/7P/p1pQPp2/P7/2P1N1PN/3R1RK1 b - - 1 24,e7f6 h5h6 g7h6 d4f6,1501,76,96,27204,crushing deflection middlegame short,https://lichess.org/yLzNulhf/black#48,,0.7951730385053529
ci5eT,r1bq1rk1/p1p2ppp/2pp1b2/4n2Q/2B1P3/2N5/PPPB1PPP/R4RK1 w - - 8 12,c4b3 c8g4 h5g4 e5g4,1419,74,95,26866,crushing middlegame short trappedPiece,https://lichess.org/M2a7SM2u#23,Scotch_Game Scotch_Game_Benima_Defense,0.7893485892049101
md7DQ,8/5pk1/1r2p1pp/p7/P1P5/1P1Q1P2/1q1K2PP/3R4 w - - 4 28,d3c2 b6d6 d2e3 b2c2,1277,73,96,24109,crushing deflection endgame short,https://lichess.org/t8fxiw4K#55,,0.781297754441128
REw37,8/pp4pk/3r4/1P2p3/2P1PnPq/P3QPRp/5R1P/7K w - - 4 35,e3c1 f4d3 c1e3 d3f2 e3f2 d6d1,1582,76,96,28117,advantage clearance endgame fork long,https://lichess.org/YvzA9OaX#69,,0.8017456158718004
XjZYJ,2r5/1p3rk1/pb2pp1p/3q4/6pP/2P2PB1/1P2QP1K/R5R1 b - - 1 31,d5f3 e2f3 g4f3 g3c7 g7h7 c7b6,1678,76,97,16568,advantage discoveredAttack long middlegame,https://lichess.org/I7PCbxTm/black#62,,0.7903461985008906
sGIzm,2r1r1k1/3q1p1p/1pN1b1p1/pP1p4/P2Pn1P1/4PQ2/R4PBP/5R1K w - - 3 25,f1c1 e6g4 f3f4 g6g5,1635,73,96,19521,crushing middlegame short,https://lichess.org/oFlFV8DP#49,,0.7993088642035996
m0k2g,8/pb1PNk2/1p2pP2/6pp/3Q4/8/PP2q1P1/6K1 w - - 1 43,d4f2 e2d1 g1h2 d1d7,1756,73,95,16137,crushing endgame master masterVsMaster short,https://lichess.org/fgcjLfgM#85,,0.7831458050884372
SrcEr,2r5/1Q5p/R6k/2pPpq2/2P5/7P/6K1/8 b - - 3 45,h6g5 b7g7 g5f4 a6f6 f5f6 g7f6,1636,80,96,17556,crushing endgame long pin,https://lichess.org/tnz7H1hz/black#90,,0.7850550825193792
cE2Ge,r1b2rk1/p2q1p1p/2R3p1/1pQPp3/2p1P3/4P2P/2B3P1/5RK1 b - - 5 30,c8b7 c6c7 f8c8 c7d7,1616,75,95,18699,crushing master middlegame short,https://lichess.org/wpGcTF09/black#60,,0.7931706110440735
w5UGi,2k5/ppp5/8/4N1p1/3n4/6P1/PPP2P1r/2R1K3 w - - 0 27,e5g4 h2h1 e1d2 d4f3 d2e3 h1c1,1440,75,95,32515,advantage deflection endgame long,https://lichess.org/Eb1ZURsV#53,,0.793708121287926
23XbW,5b1k/6p1/3pq2p/p1p2P2/1pP1r3/1P1Q3P/P5PB/5RK1 b - - 0 38,e6e7 h2d6 e7d6 d3e4,1648,75,97,9554,advantage deflection endgame short,https://lichess.org/vUy28mMA/black#76,,0.7811042977004711
Z34is,r3k2r/pp3pb1/3ppnp1/6Np/2B3bR/2P1P3/1PQK1P2/qN5R b kq - 1 19,e8e7 b1a3 a1h1 h4h1,1553,74,95,16895,advantage master middlegame quietMove short trappedPiece,https://lichess.org/AaV4lQz6/black#38,,0.7879285151521763
MNAJP,8/p5kp/6p1/2pP4/7Q/4PqPP/P4P1K/8 w - - 4 34,h4f4 f3f4 e3f4 c5c4,1527,78,95,18992,crushing defensiveMove endgame queenEndgame short,https://lichess.org/G0mXe9if#67,,0.7821775805052035
WeQ61,8/8/7R/p1k4P/Pp6/1K3r2/8/8 w - - 5 50,b3c2 b4b3 c2b2 c5b4 h6b6 b4a4,1625,76,96,11439,crushing endgame long rookEndgame,https://lichess.org/TMyDoquJ#99,,0.7823511192309018
ovhKm,1k1r1n2/ppq5/2p1R1B1/3p2P1/3P2Q1/2P5/PP3r2/2K4R w - - 3 26,e6e8 f8g6 e8d8 c7d8,1728,77,96,20686,advantage hangingPiece middlegame short,https://lichess.org/NwQsWKxM#51,,0.7873690464359311
4rTfA,2rr2k1/pp3ppp/4b3/2b1p3/3n4/3BNP2/PPPB2PP/RN3RK1 w - - 5 16,b1c3 d4c2 d3c2 d8d2 g1h1 c5e3,1692,76,96,23460,advantage capturingDefender discoveredAttack long middlegame pin,https://lichess.org/pRaVlVML#31,Sicilian_Defense Sicilian_Defense_Open,0.7945928094999066
pLP2N,3rr3/3q1pbk/pp1P2b1/2p1p1Q1/2P5/1P4P1/PB1R1PK1/3R4 b - - 6 35,g7h6 d1h1 g6e4 f2f3,1572,75,95,24044,advantage defensiveMove middlegame pin short,https://lichess.org/hT7NoRIS/black#70,,0.7959868969629482
itV9b,r1b2rk1/p4ppp/2q1p1n1/2pp3B/2P5/1P4P1/PN4PP/1R1Q1RK1 b - - 0 19,d5d4 h5f3 c6d6 f3a8,1648,72,94,11636,crushing middlegame short skewer,https://lichess.org/nmRZx43e/black#38,French_Defense French_Defense_Knight_Variation,0.7817786131847607
n4iOu,r1b1k3/pp1pnpr1/5q2/6N1/2BpP2P/PPbQ1p2/2P2P2/1K1R3R b q - 3 23,f6d6 d3c3 d4c3 d1d6,1692,74,94,11635,advantage discoveredAttack middlegame short,https://lichess.org/Da3Vk4Ek/black#46,,0.775298138442734
6xtqu,1r4k1/p4pp1/2p4p/1qPp4/3P2P1/Pr5P/1PQ2P2/1R2R1K1 b - - 0 23,b3b2 b1b2 b5b2 e1e8 b8e8 c2b2,1622,76,95,12113,crushing deflection endgame long,https://lichess.org/58aJebVR/black#46,,0.7809229957825196
FWQt5,r1bq1rk1/1p3p2/p1pp1p1p/2b1p3/2PnP2B/3P1N1P/PP2BPP1/R2QK2R w KQ - 0 12,d1d2 c5b4 d2b4 d4c2 e1f1 c2b4,1712,73,96,13141,attraction crushing fork long middlegame pin sacrifice,https://lichess.org/Z9aTFnJy#23,English_Opening English_Opening_The_Whale,0.7844212400037942
QQ2mq,6k1/1p3rp1/p3pR1p/2P5/1P6/P2r2QP/3q2P1/5R1K w - - 0 32,g3g6 f7f6 f1f6 d2e1 h1h2 e1e5,1770,73,95,15293,crushing endgame long,https://lichess.org/9Apfs4uz#63,,0.7808713498697711
Jk5XH,2rq1rk1/6p1/p1n4p/1p1pb3/8/2P4P/PP4PN/R1BQ1RK1 w - - 0 23,d1g4 e5h2 g1h2 f8f1,1726,76,96,16048,crushing kingsideAttack middlegame short,https://lichess.org/7YlOYfhH#45,,0.7831590595161206
sxLd0,rnb1kb1r/pppp3p/5p1n/8/2BPP1p1/3NKpP1/PPP3qP/RNBQ3R b kq - 1 11,c7c6 d3f4 h6f5 e4f5,1521,74,95,16582,advantage middlegame short,https://lichess.org/vcMTvVVc/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Silberschmidt_Gambit,0.7851977722364637
HlNA2,5k2/4p2p/p2p1pp1/qr1P3n/1R2P3/7P/1Q3PP1/4R1K1 w - - 0 27,b4b5 a5e1 g1h2 a6b5,1511,76,95,22614,crushing endgame hangingPiece intermezzo short,https://lichess.org/LT4ro5fe#53,,0.7885060767062019
AgD8q,8/6bp/4k1p1/1N3p2/2p2P2/4P2P/rPP2P2/2K4R w - - 0 25,b5c3 g7c3 b2c3 a2a1 c1d2 a1h1,1694,73,95,14223,crushing endgame long skewer,https://lichess.org/etAyE1ip#49,,0.7845839409350511
3VD8Z,2r2rk1/3q1p1p/p3p1p1/3b4/8/Q2B4/PP3PPP/2R2RK1 b - - 4 21,d7b7 d3a6 c8c1 a6b7,1685,75,95,14953,crushing middlegame short,https://lichess.org/6J2VkPnx/black#42,,0.7830806874551972
9Imbp,2r4r/1p2k2p/pq2bp2/3p1p2/3n1P1Q/3BR3/PPP3PP/2K3NR w - - 8 19,c2c3 d4b3 a2b3 b6e3,1464,75,94,23235,crushing discoveredAttack middlegame queensideAttack short,https://lichess.org/rxScUroZ#37,French_Defense French_Defense_Winawer_Variation,0.7844555563271948
OCxMA,8/4pk2/4b3/Q2pPppp/1qrP4/5P1P/5BP1/5RK1 w - - 2 32,a5d8 c4c8 d8c8 e6c8,1512,75,94,17667,crushing endgame master short trappedPiece,https://lichess.org/4MM2hMF2#63,,0.7813906121702194
tXR7h,r4rk1/ppN2ppp/3p4/6qn/1Q1P4/8/PP3PBP/R4RK1 w - - 1 20,c7a8 h5f4 b4b7 d6d5 b7d5 f4d5,1864,71,95,15867,advantage long middlegame pin quietMove,https://lichess.org/WE4Du5c4#39,,0.7783592568002313
7JKre,rnbqkb1r/pp2pppp/8/3nP3/2B5/p7/2P2PPP/RNBQK1NR b KQkq - 2 8,d5b6 c4f7 e8f7 d1d8,1556,76,95,23877,attackingF2F7 crushing deflection opening short,https://lichess.org/4ry43ygX/black#16,Sicilian_Defense Sicilian_Defense_Wing_Gambit,0.7930112914583454
nH9dx,r5k1/pp1bq3/3p4/3P2p1/P2QBnP1/2N5/1P5R/5K2 b - - 6 35,e7g7 d4g7 g8g7 h2h7 g7f6 h7d7,1770,73,95,16580,attraction crushing exposedKing long middlegame skewer,https://lichess.org/zEQ3vw62/black#70,,0.7827872400689626
3pQUO,r5k1/5pp1/2p4p/pp6/4q1P1/PP1R3Q/2P2P2/6K1 b - - 1 28,a8e8 d3e3 e4e3 f2e3,1437,72,96,31130,advantage endgame short,https://lichess.org/ehAgvfu4/black#56,,0.8004615236721218
xorUa,5k2/1b2r2p/3N1p2/p1p2p2/P7/1P4Q1/1P3KPP/4r3 w - - 13 38,d6b7 e7e2 f2f3 e2e3 f3f4 e3g3,1436,75,95,30473,advantage endgame long skewer,https://lichess.org/FAHPDokF#75,,0.7918842520336208
Wi8sD,r1q2rk1/1p2b1pp/p1n1p3/8/2Q2B2/5N2/PP3PPP/4RRK1 w - - 0 18,e1e6 f8f4 e6e4 f4f7,1525,75,95,24593,advantage middlegame short,https://lichess.org/nz5eLv1I#35,French_Defense French_Defense_Franco-Sicilian_Defense,0.7931626729204685
